State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,21/11/2009,1316,1316,1316,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,01/12/2009,1271,1271,1271,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,10/12/2009,1261,1310,1286,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,11/12/2009,1280,1280,1280,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,14/12/2009,1280,1300,1290,1
Haryana,Gurgaon,Pataudi,Wheat,White,FAQ,30/12/2009,1200,1261,1231,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,05/01/2011,1300,1300,1300,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,14/01/2011,1300,1300,1300,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,17/01/2011,1217,1325,1271,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,18/01/2011,1280,1280,1280,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,15/03/2011,1136,1150,1143,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,23/03/2011,1090,1093,1091,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,18/04/2011,1120,1120,1120,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,26/07/2011,873,1000,936,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,02/08/2011,1018,1018,1018,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,27/08/2011,1027,1027,1027,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,19/09/2011,970,1021,995,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,22/09/2011,1024,1024,1024,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,03/10/2011,1005,1020,1012,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,05/10/2011,1000,1036,1018,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,11/10/2011,1005,1044,1025,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,15/10/2011,1018,1021,1020,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,17/11/2011,988,1025,1006,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,25/11/2011,1015,1034,1024,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,08/12/2011,1070,1070,1070,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,16/02/2018,1550,1601,1575,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,17/02/2018,1595,1595,1595,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,24/02/2018,1615,1615,1615,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,26/02/2018,1625,1625,1625,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,27/02/2018,1597,1600,1598,1
Haryana,Gurgaon,Pataudi,Wheat,Other,FAQ,02/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/06/2005,700,700,700,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,15/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,22/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,23/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,29/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,30/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/06/2008,1010,1010,1010,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,20/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,30/04/2010,1105,1105,1105,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,28/05/2010,1139,1141,1140,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/02/2011,1254,1288,1270,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/02/2011,1250,1270,1260,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/02/2011,1270,1270,1270,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/06/2011,1070,1070,1070,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/06/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,20/07/2011,1065,1065,1065,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/08/2011,1055,1055,1055,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/08/2011,1054,1058,1056,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,23/08/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/09/2011,1020,1020,1020,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/10/2011,1030,1030,1030,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/10/2011,1015,1015,1015,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/10/2011,1010,1010,1010,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,28/10/2011,1010,1010,1010,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/11/2011,1035,1035,1035,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,26/11/2011,1125,1125,1125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/12/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/09/2009,1090,1090,1090,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/08/2006,825,825,825,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,22/08/2006,920,920,920,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/05/2015,1450,1450,1450,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/05/2015,1200,1390,1300,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,15/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/01/2023,2500,2500,2500,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/04/2023,2130,2130,2130,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,15/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/05/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/05/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,12/01/2010,1210,1290,1250,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,29/03/2010,1070,1070,1070,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/05/2010,1080,1100,1090,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,22/05/2010,1176,1176,1176,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,20/07/2006,794,794,794,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/02/2011,1250,1250,1250,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/02/2011,1260,1260,1260,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/02/2011,1250,1250,1250,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/06/2011,1075,1075,1075,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,16/06/2011,1068,1068,1068,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,23/06/2011,1020,1020,1020,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,29/06/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/07/2011,1063,1063,1063,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/07/2011,1042,1042,1042,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,30/07/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/09/2011,1025,1025,1025,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,19/09/2011,990,990,990,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,24/09/2011,1030,1030,1030,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,29/10/2011,1020,1029,1025,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/11/2011,1025,1025,1025,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/11/2011,1069,1069,1069,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/12/2011,1080,1080,1080,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,12/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,24/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,16/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,21/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/05/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,12/05/2008,1000,1001,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,24/04/2015,1451,1451,1451,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/04/2022,2015,2020,2015,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/04/2023,2126,2126,2126,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,16/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/05/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,15/05/2023,2125,2130,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,12/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,19/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,24/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/05/2008,1000,1001,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,01/09/2009,1068,1068,1068,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/01/2011,1150,1266,1200,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,27/01/2011,1200,1200,1200,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/02/2011,1267,1267,1267,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/02/2011,1200,1250,1225,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/02/2011,1240,1240,1240,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/06/2011,1060,1060,1060,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,20/06/2011,1055,1055,1055,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,21/06/2011,1020,1050,1035,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/07/2011,1065,1070,1068,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,12/07/2011,1065,1067,1066,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,29/07/2011,1070,1070,1070,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/08/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/08/2011,1055,1060,1057,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,29/08/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/09/2011,1020,1020,1020,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,28/09/2011,1036,1036,1036,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/11/2011,1019,1019,1019,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,22/11/2011,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/01/2010,1246,1279,1263,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/01/2010,1240,1240,1240,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/03/2010,1122,1122,1122,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,01/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/12/2010,1100,1140,1120,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/06/2005,701,701,701,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/07/2005,710,725,715,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/07/2006,800,808,804,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/08/2006,817,822,820,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/05/2015,1450,1450,1450,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,21/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,22/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,26/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,30/04/2019,1840,1840,1840,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/05/2019,1840,1840,1840,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/04/2022,2015,2020,2015,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/05/2023,2130,2130,2130,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/05/2023,2125,2130,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/01/2010,1250,1250,1250,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/01/2010,1000,1240,1120,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/01/2010,1200,1250,1225,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,19/01/2010,1251,1251,1251,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,27/01/2010,1299,1299,1299,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,28/01/2010,1299,1299,1299,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,16/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,17/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/06/2011,1048,1050,1049,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/06/2011,1060,1060,1060,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/06/2011,1050,1070,1060,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/06/2011,1070,1070,1070,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/07/2011,2620,2620,2620,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/09/2011,1031,1031,1031,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/11/2011,1041,1041,1041,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,15/11/2011,1034,1035,1034,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,16/11/2011,1024,1040,1032,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,09/12/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,19/07/2006,783,786,784,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,21/07/2006,800,800,800,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,22/07/2006,810,820,815,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/08/2006,864,864,864,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/09/2006,890,890,890,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,28/04/2005,680,680,680,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/05/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/05/2008,1000,1001,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,19/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,20/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,30/03/2022,2000,2100,2050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/04/2022,2015,2015,2015,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/04/2022,2015,2020,2015,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/04/2023,2126,2126,2126,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,12/04/2023,2125,2130,2128,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,26/04/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/05/2023,2125,2130,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/05/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,25/04/2024,2275,2275,2275,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,31/05/2005,650,695,675,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,01/06/2005,650,700,675,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/06/2005,660,700,675,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,04/07/2005,721,721,721,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,05/04/2008,1005,1005,1005,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,18/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,27/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,28/04/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,01/05/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/05/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,08/05/2008,1000,1001,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/05/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,15/05/2008,1000,1000,1000,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,07/01/2010,1315,1315,1315,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/01/2010,1250,1250,1250,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,30/01/2010,1275,1275,1275,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,10/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,12/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,15/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,19/04/2010,1100,1100,1100,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,24/05/2010,1125,1125,1125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,24/07/2006,813,820,815,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,27/07/2006,810,810,810,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,23/08/2006,890,916,905,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,02/09/2006,920,920,920,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,19/02/2011,1231,1240,1235,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,06/08/2011,1050,1050,1050,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,20/09/2011,1015,1020,1017,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,22/10/2011,1020,1020,1020,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,03/12/2011,1069,1069,1069,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/12/2011,1120,1120,1120,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,16/04/2018,1735,1735,1735,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,14/04/2017,1625,1625,1625,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,11/04/2022,2015,2025,2020,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,28/04/2023,2125,2130,2128,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,01/05/2023,2125,2130,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,13/05/2023,2125,2125,2125,1
Haryana,Gurgaon,Sohna,Wheat,Other,FAQ,16/04/2024,2275,2275,2275,1
